ID;LAT;LON;NAME;TIMESTAMP;ADDR_STREET;ADDR_CITY;ADDR_STATE;ADDR_POSTCODE;TAG_KEY;TAG_VALUE;DISTANCE
1467045281;50,0979734;14,4652856;;31:10,0;;;;;HIGHWAY;crossing;853
1733622552;50,0983648;14,4649108;;56:02,0;;;;;HIGHWAY;crossing;855
1825997275;50,0935526;14,4461273;;41:40,0;;;;;HIGHWAY;traffic_signals;652
1825997285;50,0953463;14,4544715;;57:18,0;;;;;HIGHWAY;traffic_signals;176
1825997286;50,0954111;14,4541013;;57:18,0;;;;;HIGHWAY;traffic_signals;192
1825997289;50,0971316;14,4616209;;56:03,0;;;;;HIGHWAY;traffic_signals;585
1825997292;50,0983168;14,4649558;;56:03,0;;;;;HIGHWAY;traffic_signals;855
1825997278;50,0938247;14,4462841;;57:18,0;;;;;HIGHWAY;traffic_signals;640
1825997282;50,0939078;14,4459258;;41:40,0;;;;;HIGHWAY;traffic_signals;666
1825997290;50,0974434;14,4622917;;57:19,0;;;;;HIGHWAY;traffic_signals;644
1825997291;50,0982975;14,4645959;;57:19,0;;;;;HIGHWAY;traffic_signals;833
1826208725;50,0902366;14,4674552;;46:58,0;;;;;HIGHWAY;traffic_signals;961
1258710284;50,0898385;14,461607;;32:58,0;;;;;AMENITY;fuel;636
1303475823;50,0934574;14,4555506;;42:08,0;;;;;HIGHWAY;crossing;48
1303475846;50,0933993;14,4552897;;42:08,0;;;;;HIGHWAY;crossing;49
1386628931;50,0947384;14,4550541;;35:40,0;;;;;HIGHWAY;crossing;100
1421111957;50,0942901;14,4589602;;30:41,0;;;;;HIGHWAY;crossing;270
1733622549;50,0983266;14,464662;;57:34,0;;;;;HIGHWAY;crossing;838
1964429100;50,0850969;14,4542647;Karel Havl?≠ƒçek Borovsk??;53:53,0;;;;;HISTORIC;memorial;975
2318297306;50,0917086;14,4559689;Qarta architektura;38:23,0;Pernerova;;;180 00;OFFICE;architect;242
2861714484;50,0949872;14,4505302;Monster Worldwide CZ;;;;;;;;
296718724;50,0950734;14,4534252;Justiz-Caps;31:08,0;Pob?ôe??n?≠;Praha;;18600;OFFICE;company;188
3471426879;50,0951166;14,4461136;;05:30,0;;;;;NATURAL;rock;668
3787795395;50,0965972;14,46518;;04:59,0;;;;;NATURAL;tree;774
3787795396;50,097371;14,4646389;;16:51,0;;;;;NATURAL;tree;778
2610451756;50,0935014;14,4444077;ƒ?esk?? podnikatelsk?? poji????ovna;24:17,0;;;;;OFFICE;insurance;776
3787795399;50,0971014;14,4647603;;16:51,0;;;;;NATURAL;tree;771
3787795401;50,0970837;14,4645993;;16:52,0;;;;;NATURAL;tree;760
3788911343;50,0965008;14,4649277;;16:17,0;;;;;NATURAL;tree;753
29581461;50,1008196;14,4500681;Tusarova;40:53,0;;;;;RAILWAY;tram_stop;860
794609196;50,087164;14,4519799;;20:11,0;;;;;SHOP;chemist;778
3509790191;50,0882005;14,4546785;Park V?≠tkov;48:57,0;;;;;TOURISM;information;628
3726617573;50,0867718;14,4522418;Hotel Dalimil;23:09,0;Prokopova;Praha 3;;CZ - 130 00;TOURISM;hotel;814
296693693;50,0876632;14,4451644;Vojensk?? historick?? ??stav Praha;39:56,0;U pam??tn?≠ku;;;13000;TOURISM;museum;995
3198473842;50,0883792;14,4490333;;39:29,0;;;;;TOURISM;viewpoint;752
3229526509;50,0872146;14,4542184;Hotel Seifert;23:19,0;;;;;TOURISM;hotel;740
3779868858;50,0939144;14,4484738;Hostel;25:06,0;Pob?ôe??n?≠;Praha;;18600;TOURISM;hostel;484
3204037436;50,087594;14,4531924;Storm Club;26:15,0;Tachovsk?© n??mƒõst?≠;Praha;;13000;UNCATEGORIZED;;710
1165450456;50,1017757;14,4527666;Puccelini;08:12,0;;;;;AMENITY;restaurant;900
1236482705;50,090393;14,4500004;1. K?†PA;34:40,0;;;;;AMENITY;school;536
1300101250;50,0903395;14,4657134;;16:58,0;;;;;AMENITY;recycling;844
1353760031;50,0946173;14,4600665;;31:54,0;;;;;AMENITY;toilets;356
1353760034;50,0945331;14,4597661;Letn?≠ kino Regina;31:54,0;;;;;AMENITY;cinema;332
1457644954;50,0927916;14,4522608;Stanice K?ôi???≠kova;59:16,0;;;;;AMENITY;bicycle_rental;242
1472901802;50,0918217;14,4418663;In Loco;55:00,0;;;;;AMENITY;restaurant;982
1675015650;50,1022432;14,4564518;;17:26,0;;;;;AMENITY;restaurant;938
1675015662;50,1023944;14,4562754;;17:27,0;;;;;AMENITY;fast_food;954
1682874334;50,0943828;14,4514802;Vin??rna K?ôi???≠k;40:11,0;;;;;AMENITY;bar;275
1730814019;50,087304;14,456794;L?©k??rna U Konƒõ;22:21,0;;;;;AMENITY;pharmacy;735
1438171899;50,0877908;14,4518497;;52:08,0;;;;;AMENITY;bench;715
1629940277;50,0912026;14,4458634;U Mrtv??ho pt??ka;55:22,0;;;;;AMENITY;restaurant;732
1457644951;50,0975283;14,4650552;Stanice Invalidovna;50:14,0;;;;;AMENITY;bicycle_rental;813
1457644955;50,0937997;14,4573908;Stanice Lyƒçkovo n??mƒõst?≠;50:15,0;;;;;AMENITY;bicycle_rental;153
1629934908;50,0925818;14,4485745;U ƒ?ern?? pl?≠ce;52:01,0;;;;;AMENITY;restaurant;497
165899218;50,1005395;14,4462053;;01:03,0;;;;;AMENITY;post_office;986
1814914753;50,100399;14,4484751;;32:07,0;;;;;AMENITY;fast_food;875
2002746005;50,0912265;14,4514294;;37:28,0;;;;;AMENITY;bicycle_parking;398
1675015627;50,1022973;14,4527355;Port Stanley;40:52,0;;;;;AMENITY;restaurant;957
170269221;50,1017319;14,4501554;;01:15,0;;;;;AMENITY;post_box;950
3909605659;50,0931397;14,4580163;;02:02,0;;;;;AMENITY;bicycle_parking;213
3909612350;50,0939001;14,4515907;;45:33,0;;;;;AMENITY;bicycle_parking;261
3923581532;50,0959959;14,4478873;P?ô?≠stav 186 00;29:48,0;Za karl?≠nsk??m p?ô?≠stavem;Praha;;18600;AMENITY;fast_food;578
392032702;50,0876292;14,4533806;;55:05,0;;;;;AMENITY;telephone;703
392032703;50,0874304;14,4552269;;55:06,0;;;;;AMENITY;telephone;712
3945402575;50,0938522;14,4513637;;40:11,0;;;;;AMENITY;atm;277
3772609577;50,0893782;14,4449864;Indian by nature;36:47,0;;;;;AMENITY;restaurant;885
3838733613;50,0998529;14,4478857;Asijsk?© bistro Tuan Vu Minh;55:47,0;;;;;AMENITY;restaurant;851
458502624;50,0944705;14,4438419;Simply Caf?©;22:26,0;;;;;AMENITY;restaurant;818
467964157;50,0886523;14,4615271;;55:18,0;;;;;AMENITY;telephone;731
467964176;50,0899558;14,4670132;Yang zi jiang;19:42,0;;;;;AMENITY;restaurant;946
524515731;50,0938267;14,4513024;UniCredit Bank;42:10,0;;;;;AMENITY;bank;281
534434275;50,0873006;14,4526369;;55:27,0;;;;;AMENITY;telephone;750
544354729;50,0893298;14,4669793;;02:01,0;;;;;AMENITY;post_box;978
628129217;50,0947312;14,4552037;Kachna a kor??b;45:51,0;;;;;AMENITY;pub;99
3814615427;50,0906228;14,4479162;SOU kade?ônick?©;54:03,0;;;;;AMENITY;school;634
4031606646;50,0913622;14,454374;Eska;20:02,0;Pernerova;Praha;;18600;AMENITY;restaurant;282
4033214990;50,0943567;14,4442161;;13:22,0;;;;;AMENITY;fountain;790
463191712;50,0944426;14,4456232;;47:56,0;;;;;AMENITY;parking;691
658936421;50,0868047;14,4498534;;55:37,0;;;;;AMENITY;telephone;872
4122993066;50,0928975;14,4444522;;59:35,0;;;;;AMENITY;telephone;779
467846286;50,0892241;14,4653109;V Roh??ƒçov?©;50:57,0;;;;;AMENITY;restaurant;884
528166054;50,0941435;14,4521806;;55:25,0;;;;;AMENITY;telephone;221
646896290;50,0915213;14,4550481;Forum Karl?≠n;;;;;;;;
426177107;50,0874379;14,4524339;;52:13,0;;;;;AMENITY;restaurant;739
449723171;50,0946501;14,4533393;Krystal;45:01,0;Sokolovsk??;;;18600;AMENITY;pub;163
528174558;50,093648;14,4518802;;06:07,0;;;;;AMENITY;fast_food;241
1419918403;50,0946958;14,4576775;;25:19,0;;;;;HIGHWAY;crossing;198
1826208730;50,0904734;14,4676904;;52:41,0;;;;;HIGHWAY;traffic_signals;966
1421111956;50,0942232;14,4589223;;53:50,0;;;;;HIGHWAY;crossing;266
1467045269;50,0970849;14,4619324;;56:02,0;;;;;HIGHWAY;crossing;599
1560688441;50,0920388;14,4486268;;48:43,0;;;;;HIGHWAY;crossing;513
1825997288;50,097069;14,4620726;;56:02,0;;;;;HIGHWAY;traffic_signals;606
1922635724;50,0936598;14,4433636;;12:12,0;;;;;HIGHWAY;crossing;850
1941178493;50,0949116;14,4509663;;37:37,0;;;;;HIGHWAY;crossing;328
21311321;50,0873624;14,4530966;;08:43,0;;;;;HIGHWAY;crossing;736
1922621285;50,0946345;14,4574213;;48:15,0;;;;;HIGHWAY;crossing;179
1941178525;50,0974274;14,461872;;37:37,0;;;;;HIGHWAY;crossing;620
2145830412;50,0877145;14,4564418;;06:46,0;;;;;HIGHWAY;crossing;686
21673271;50,0906379;14,4427545;;36:22,0;;;;;HIGHWAY;traffic_signals;961
1825997293;50,0986296;14,4649286;;56:03,0;;;;;HIGHWAY;traffic_signals;874
1839600652;50,0945041;14,4634361;;41:34,0;;;;;HIGHWAY;crossing;591
1933439479;50,1002957;14,4500811;;31:15,0;;;;;HIGHWAY;crossing;807
1871005892;50,0874279;14,4532785;;08:58,0;;;;;HIGHWAY;crossing;726
1922635721;50,0935843;14,4434203;;12:12,0;;;;;HIGHWAY;crossing;846
3788911342;50,0963975;14,4649786;;16:17,0;;;;;NATURAL;tree;752
3761654506;50,0944684;14,4434751;KEEN Software House;08:19,0;;;;;OFFICE;it;844
3787795393;50,0968071;14,4648327;;16:17,0;;;;;NATURAL;tree;761
3787795394;50,0970498;14,4644069;;16:51,0;;;;;NATURAL;tree;746
3423138564;50,0943978;14,4431659;Nokia Solutions and Networks Czech Republic s.r.o;18:22,0;;;;;OFFICE;it;866
3545267102;50,0942445;14,4439451;GoodData;50:36,0;Karolinsk??;Praha 8;;18600;OFFICE;company;809
3787795390;50,0971155;14,4648394;;16:51,0;;;;;NATURAL;tree;777
3787795392;50,0970725;14,4645417;;16:51,0;;;;;NATURAL;tree;756
3787795398;50,0972428;14,4647234;;16:51,0;;;;;NATURAL;tree;776
3494682524;50,09189;14,4513287;Dial Telecom;;;;;;;;
1711518807;50,0886872;14,4444549;;49:57,0;;;;;RAILWAY;buffer_stop;961
1711518810;50,0887259;14,4444381;;49:57,0;;;;;RAILWAY;buffer_stop;959
1711518947;50,0916731;14,4421244;;03:12,0;;;;;RAILWAY;switch;968
24569272;50,0935757;14,4516881;K?ôi???≠kova;;;;;;;;
1229178044;50,0919252;14,4418614;;35:26,0;;;;;RAILWAY;crossing;980
1229178050;50,0920405;14,4423568;;35:27,0;;;;;RAILWAY;crossing;943
1229196610;50,0925492;14,4446847;;35:28,0;;;;;RAILWAY;crossing;768
1662077347;50,0978348;14,4650915;;33:35,0;;;;;RAILWAY;crossing;833
603700527;50,0907411;14,4650347;;39:19,0;;;;;LEISURE;playground;781
1276837832;50,0917159;14,4554851;;19:03,0;;;;;MAN_MADE;chimney;236
2197328293;50,0907667;14,4568843;Invalidovna - Park 6;03:33,0;;;;;MAN_MADE;surveillance;361
2197328296;50,0914145;14,4602542;Invalidovna - Park 8 - otoƒçn??;03:33,0;;;;;MAN_MADE;surveillance;448
2197359830;50,0956881;14,4596631;Kaizlovy sady3;15:12,0;;;;;MAN_MADE;surveillance;377
2197396751;50,0933651;14,4517881;K?ôi???≠kova-Metro II;30:18,0;;;;;MAN_MADE;surveillance;252
2197396752;50,0936645;14,4516218;K?ôi???≠kova-Metro I;30:18,0;;;;;MAN_MADE;surveillance;259
3787795400;50,09706;14,4644767;;16:51,0;;;;;NATURAL;tree;751
306272610;50,0899397;14,4667432;Rossmann;05:43,0;;;;;SHOP;chemist;930
306695686;50,0898567;14,4663605;;01:29,0;;;;;SHOP;grocery;910
3623046809;50,0868806;14,4556604;;34:37,0;;;;;SHOP;pet;774
373388369;50,0974772;14,4655201;Albert;56:03,0;;;;;SHOP;supermarket;839
296718810;50,0945195;14,4544482;Pentahotel;51:42,0;?†aldova;;;18600;TOURISM;hotel;94
1168457067;50,1017912;14,4553253;Squash Hole??ovice;19:37,0;;;;;SPORT;squash;884
1822104779;50,0869917;14,4516447;Hotel Gloria;06:46,0;Prokopova;Praha 3;;CZ - 130 00;TOURISM;hotel;804
1982905663;50,0888451;14,4603394;Hostel Marabou;49:43,0;;;;;TOURISM;hostel;664
2504036066;50,0935945;14,4486826;Hotel Karlin;50:06,0;;;;;TOURISM;hotel;470
2687053816;50,0913074;14,4642118;;38:39,0;;;;;TOURISM;picnic_site;701
2528585236;50,0924652;14,4436891;Pension Florenc;07:42,0;;;;;TOURISM;guest_house;840
2532190119;50,0924862;14,4416026;B&B Prague-City Hotel;09:17,0;;;;;TOURISM;hotel;987
3505213101;50,0953419;14,4604147;Invalidovna: Historie stavby a parku;45:48,0;;;;;TOURISM;information;406
3557794198;50,0859725;14,4508892;Bily Lev;35:16,0;;;;;TOURISM;hotel;928
4033211984;50,0938208;14,4427578;Pneuservis;11:01,0;;;;;SHOP;car_repair;893
4123715590;50,0992983;14,4484762;Expert-Cyklocentrum;55:33,0;;;;;SHOP;bicycle;776
2080322473;50,0922628;14,4438104;Pho Viet Huong;38:27,0;Sokolovsk??;Praha 8;;18600;AMENITY;fast_food;836
2002746002;50,090999;14,4512072;Karlin Studios;37:28,0;;;;;AMENITY;arts_centre;427
2041542168;50,0922161;14,4483297;;21:36,0;;;;;AMENITY;bicycle_parking;526
2080322479;50,0925148;14,4440738;;19:42,0;;;;;AMENITY;restaurant;812
2060640352;50,0875716;14,4615696;;58:24,0;;;;;AMENITY;atm;831
1920012010;50,0860888;14,4484876;Pardubick?? pivnice U J??ry;09:58,0;;;;;AMENITY;pub;988
1937947873;50,0907794;14,467221;Zahr??dky ??i??kov;08:08,0;;;;;AMENITY;biergarten;922
1968330552;50,0946486;14,4550289;;59:23,0;;;;;AMENITY;bicycle_parking;91
2161935833;50,0871803;14,4495294;U Vyst?ôelen??ho voka;08:05,0;;;;;AMENITY;restaurant;846
410726423;50,0996716;14,4459841;Hole??ovick?? tr??nice;28:39,0;;;;;AMENITY;marketplace;927
467846283;50,0893164;14,4658084;Bar 109;50:57,0;;;;;AMENITY;bar;908
528174548;50,0937526;14,4515798;Jeƒçm?≠nek;32:23,0;;;;;AMENITY;fast_food;262
619170399;50,098228;14,466333;Ve?ôejn?© WC;58:18,0;;;;;AMENITY;toilets;931
4017204046;50,0955437;14,448469;Rohan - Karl?≠n;47:47,0;;;;;AMENITY;parking;520
450566320;50,0860805;14,4552471;XT3;25:52,0;;;;;AMENITY;pub;863
475376663;50,1005915;14,4471739;;55:21,0;;;;;AMENITY;car_wash;947
794638475;50,0875798;14,4587103;;02:14,0;;;;;AMENITY;post_box;739
941177533;50,0920292;14,4417855;Mlsn?? kavka;53:40,0;;;;;AMENITY;restaurant;983
